,Unnamed: 0,title,tag,artist,year,x_coordinate,y_coordinate
0,0,Relax,rap,Rich Amiri,2022,-0.4,0.7
1,1,Extra,rap,Lil Calorie,2020,-0.8,-0.3
2,2,The Most Fun,rap,Safaree,2015,0.7,0.9
3,3,California,rap,Vanilla Taurus,2018,-0.7,0.6
4,4,Free Thinking,rap,ProduceKyro,2021,0.3,0.7
5,5,That Bird,rap,Young Mugz,2016,-0.2,0.7
6,6,Keep It Real Remix,rap,Miilkbone,1995,-0.4,0.7
7,7,Dolla Signs and Palm Trees,rap,Dashboard Danny,2021,-0.8,-0.5
8,8,You,rap,Hailey B,2016,-0.7,-0.3
9,9,ISSA FUNERAL,rap,SCTHECARDINAL,2017,-0.6,0.7
10,10,Lions and Tigers and Bears,rap,Hiesse,2019,-0.6,0.7
11,11,Diss on my sis,rap,Dj hughes,2019,-0.6,0.7
12,12,King me,rap,King_isaiahhh,2015,-0.4,0.7
13,13,Insta Dreams,rap,Nightingale_RUS,2019,-0.7,-0.7
14,14,SHUT UP,rap,JAYKakashi,2020,-0.6,0.7
15,15,Ghetto Apostles,rap,Shabazz the Disciple,1998,-0.4,0.7
16,16,Hanh,rap,Dot Dot Curve,2008,-0.6,0.7
17,17,Word to Spread,rap,The Funk Hunters & Chali 2na,2016,-0.7,0.3
18,18,Growth,rap,Sami-Kaie,2019,0.9,0.2
19,19,DROPTHESAUCE,rap,PrxdDaGxd,2017,-0.4,0.7
20,20,Gun Emoji Bang,rap,Gensu Dean & Denmark Vessey,2018,-0.6,0.5
21,21,BUDDAH ARMS,rap,Thouxanbanfauni,2022,-0.7,0.3
22,22,Graduation333,rap,Majoraeclipse,2021,-0.6,0.5
23,23,Lasting,rap,DAJ,2018,0.3,0.7
24,24,No Offence,rap,Tobbz,2019,-0.6,0.5
25,25,1994 Freestyle,rap,Young Social,2016,-0.8,0.1
26,26,In The Field Again,rap,FORTYTEN,2019,0.7,0.9
27,27,Exodia,rap,Tori2x,2022,-0.4,0.7
28,28,Joy to the World,rap,Shama Mrema & PD Bachmann,2019,0.9,-0.2
29,29,​​thelifestyle,rap,Eli juggz,2021,0.9,0.6
30,30,Ratchita,rap,Ty-Mitch,2020,0.3,0.7
31,31,Backseat Freestyle,rap,DJ Critical Hype,2018,0.3,0.7
32,32,102.1 Jamz Freestyle,rap,J. Cole,2009,0.3,0.7
33,33,Sewed Up,rap,Q Da Fool,2018,-0.4,0.6
34,34,Where You Been,rap,BrvndonP & Mission,2017,0.7,0.9
35,35,Life is Beautiful,rap,Parsa,2019,-0.8,-0.1
36,36,Used To,rap,Skr1ter,2020,-0.7,0.6
37,37,Untitled feat. Yung Kayo,rap,KILLY,2019,0.9,-0.2
38,38,The Marijuana Song,rap,A.K.Nash,2016,0.3,0.7
39,39,Space,rap,Asher Roth,2012,-0.7,-0.7
40,40,Tales Of Women,rap,Akua Naru,2012,-0.8,-0.3
41,41,Gods Will,rap,William Pippins,2018,-0.8,-0.5
42,42,Peppa.exe vs Sonic.exe,rap,Animation Rewind,2020,-0.6,0.7
43,43,Stormy Weather,rap,303BAM,2021,0.9,-0.2
44,44,What You Know,rap,Soulja Boy,2009,-0.2,0.7
45,45,Chopsticks,rap,Almighty Jay,2017,-0.4,0.7
46,46,Searle St Serenade,rap,D'Meetri,2019,-0.7,0.3
47,47,Like You,rap,Figure Flows,2017,0.9,-0.2
48,48,21 Answers,rap,Lil' Mo,2013,0.7,0.9
49,49,Fake Me,rap,Triple A,2018,0.8,-0.5
50,50,Mindframe,rap,Toddi,2017,0.6,-0.4
51,51,Kings Bread,rap,Yung cash register aka lil broomstick,2018,-0.4,0.7
52,52,Astronaut In The Ocean Remix,rap,Vojtech Cekal,2021,0.7,0.9
53,53,Shining,rap,Movvy,2020,-0.8,-0.5
54,54,Collapse,rap,HeyMrNoOdLeS,2019,-0.8,-0.3
55,55,Monster,rap,D-Lo116,2021,-0.2,0.7
56,56,Spacing,rap,Gidii,2019,-0.7,-0.3
57,57,This Cant Be Happening Intro,rap,Us3rn4mee,2021,-0.8,-0.1
58,58,Dolce  Gabbana,rap,PD,2021,0.7,0.9
59,59,The Cipher,rap,Lord Jamar,2006,0.0,0.0
60,60,Windmill Cancer Survivor,rap,Beans,2019,0.7,0.6
61,61,Monkey Ish,rap,Stalley,2014,-0.6,0.5
62,62,Fight Or Win Single,rap,Kimo's,2020,-0.6,0.7
63,63,Double Up,rap,Sylence 100,2020,0.7,0.9
64,64,Up,rap,Yung Mavu,2020,0.3,0.7
65,65,VVS Remix,rap,Lil Skittles,2019,-0.6,0.5
66,66,Intro Skit,rap,Lil Oli,2021,-0.8,-0.3
67,67,NINA SIMONE,rap,BabyDaiz,2021,0.0,0.0
68,68,Too Much,rap,Barry Allen,2016,-0.7,-0.7
69,69,Paid the Fine,rap,"Young Stoner Life, Young Thug & Gunna",2021,0.0,0.0
70,70,The Brink,rap,Nate Nics,2021,-0.6,0.5
71,71,Uptown Interlude,rap,Lord Stunnah,2018,0.0,0.0
72,72,A Lot,rap,Brazen-Faced,2020,-0.4,0.7
73,73,ENDZ,rap,BLV CLOVDS,2020,-0.7,0.6
74,74,Ode2edith,rap,Skoobers,2020,-0.3,-0.7
75,75,Stamina,rap,Zoocci Coke Dope,2017,0.3,0.7
76,76,What Is Understood,rap,P-Tree,2021,0.0,0.0
77,77,Got It,rap,Lil Karat Stixx,2020,0.9,-0.2
78,78,Drugz,rap,DopeSMOOTHIES,2020,-0.8,-0.5
79,79,Stop Playing,rap,Blaze Coleman,2018,-0.6,0.5
80,80,Last Time,rap,Kill The Vultures,2015,-0.7,-0.3
81,81,White barz,rap,Peter Sorensen,2013,-0.6,0.5
82,82,Big Blanco,rap,Tu Blanco,2020,0.3,0.7
83,83,My Lifes Rapture,rap,Ghwttogabe,2020,-0.7,0.6
84,84,Ima Ball,rap,Kalan.FrFr.,2021,0.7,0.9
85,85,Drako  vs undead_slayer,rap,Dr@k01387,2019,-0.6,0.7
86,86,Wanting more,rap,Matthew Collis,2018,0.0,0.0
87,87,203,rap,MI$FIT NIZZY,2018,0.7,0.9
88,88,Heartfelt,rap,Roney,2020,-0.7,0.3
89,89,Soul,rap,Silas,2021,-0.8,-0.1
90,90,Ghost Stories Part 1,rap,Styles P,2005,-0.2,0.7
91,91,Inalude,rap,Sica,2021,0.8,-0.5
92,92,Trouble,rap,Sheperd,2017,-0.6,0.7
93,93,Private Party,rap,Arhinslim,2020,-0.6,0.5
94,94,Food Trucks,rap,T-K.A.S.H.,2017,-0.6,0.7
95,95,Old Skool,rap,Kosh,2018,0.7,0.9
96,96,Mrs. Lynch Your Son Is The Devil,rap,IDK,2017,-0.7,-0.3
97,97,Not Having It,rap,Clover,2019,0.7,0.9
98,98,ZEALOT,rap,Sonya June,2019,-0.6,0.7
99,99,Tha Bachelor,rap,POP STUNNA,2021,0.3,0.7
100,100,138,rap,Tnb clipper,2021,-0.6,0.5
101,101,The christmas rap,rap,Pye green valley,2012,0.6,-0.4
102,102,IMPURITY,rap,Sai (@off.sai),2020,-0.4,0.7
103,103,Knife Talk Sessions,rap,Wayne Rama,2021,0.7,0.9
104,104,Kasies Vibe,rap,Kasie,2020,-0.6,0.5
105,105,Bugs Bunny Flow,rap,SBL Jeremiah,2021,0.3,0.7
106,106,Reader  Writer,rap,Teejayx6,2019,-0.4,0.7
107,107,Deh Suh Remix,rap,Yizzy,2019,0.7,0.6
108,108,Foxys Bells,rap,Foxy Brown,1996,0.7,0.9
109,109,Early grind,rap,Dicecapo,2013,-0.4,0.7
110,110,Sunday,rap,Nickelus F,2016,-0.7,0.3
111,111,Hot Dog,rap,SHUG,2018,0.3,0.7
112,112,Never Turns Out How You Thought it Would,rap,Classified,2006,0.1,-0.7
113,113,CELEBRATE LIFE,rap,"Charlie Heat, DRAM & Ant Beale",2018,0.7,0.6
114,114,Gods Gift,rap,Orakana,2022,0.3,0.7
115,115,Molotov,rap,GXNER.,2021,-0.2,0.7
116,116,Shine Blockas Remix,rap,Big Boi,2010,0.7,0.9
117,117,U Gon Miss It,rap,Thugga Massina,2014,-0.6,0.7
118,118,Why RapGenius?,rap,a 'M.O.M.T.' Vce,2013,0.7,0.9
119,119,Now What,rap,K-Rino,2012,-0.7,0.3
120,120,16 Bar Freestyle,rap,AYungXhulooo,2018,-0.4,0.7
121,121,We Made It,rap,Trouble,2015,0.0,0.0
122,122,Big Los,rap,Nino Brown (USA),2011,-0.6,0.7
123,123,Castle Mania,rap,Omega Sparx,2014,-0.2,0.7
124,124,Swipe,rap,Weiland,2022,-0.6,0.7
125,125,Not tha Average,rap,Jeru the Damaja,1996,0.3,0.7
126,126,Past Due,rap,Daren (DVG),2016,0.9,-0.2
127,127,Grow,rap,Amb,2017,0.0,0.0
128,128,Pootie,rap,Jesuslovemike,2021,0.3,0.7
129,129,Thousand Pieces,rap,808x,2016,-0.7,0.3
130,130,UnHoly Angel,rap,C-Money,2021,-0.6,0.7
131,131,TENS,rap,Boybrat ft bakardi,2019,0.3,0.7
132,132,Fade,rap,JINX (jr.),2018,-0.7,-0.7
133,133,Celo,rap,LocoCity,2019,-0.2,0.7
134,134,Days,rap,Reezy Mw,2019,0.7,0.9
135,135,O.T.S Now You Bout It,rap,Rotimi A,2014,0.9,-0.2
136,136,Im a reject,rap,Tempvra,2017,-0.6,0.7
137,137,Get It Right Now,rap,Del The Funky Homosapien,2009,-0.6,0.5
138,138,Humping,rap,Pablo M.,2013,0.3,0.7
139,139,Geez,rap,Swish Da God,2020,0.0,0.0
140,140,I Told Em,rap,Lil Gotit,2019,-0.4,0.7
141,141,Shady 2.0 Cypher Freestyle,rap,Ill Intent,2014,-0.6,0.7
142,142,Running In Circles,rap,Softheart,2020,0.0,0.0
143,143,Baby Dont Go,rap,Fabolous,2007,-0.3,-0.7
144,144,They Forgot,rap,Loose,2019,-0.2,0.7
145,145,Dennisms,rap,Funky DL,2019,0.8,0.3
146,146,Old.Person.Syndrome.O.P.S.,rap,Sinderella Mann,2020,-0.6,0.5
147,147,Was Never Cool,rap,Kenny Golder Jr.,2019,0.7,0.9
148,148,Animae,rap,Swaghollywood,2020,0.7,0.9
149,149,Wax and Herbal T get FUNKYFRESH,rap,Wax & Herbal T,2022,0.7,0.9
150,150,Drifting Through the Sequoia Grove,rap,Flacco,2016,-0.6,0.5
151,151,Awesome Remix,rap,Prezidential Candidates,2011,0.7,0.6
152,152,MELIAMOTH,rap,theo (FR),2020,0.0,0.0
153,153,My Time,rap,Tommy G,2016,0.0,0.0
154,154,Fed Up,rap,Bounty Killer,1996,-0.4,0.7
155,155,Nightim6,rap,666laughter,2021,0.3,0.7
156,156,Forever,rap,Melvin boy x Pablo,2015,0.3,0.7
157,157,Add It Up,rap,Young Finch,2017,0.7,0.9
158,158,Sole,rap,Vandalyzm,2010,0.9,-0.2
159,160,From the Machine,rap,Van Roy Asylum,2020,-0.6,0.7
160,161,This Christmas,rap,No Genre,2016,0.3,0.7
161,162,When Will I Stop Dreaming,rap,Cadenza,2015,-0.7,-0.3
162,163,End of Discussion,rap,White Acid,2019,0.7,0.9
163,164,Guess,rap,Suave Sterling,2018,0.7,0.9
164,165,Sega Police,rap,Charles Hamilton,2013,0.7,0.9
165,166,Feel Like Dyin,rap,DirtBoys,2018,-0.4,0.7
166,167,KODO BOOGIE,rap,T-Time,2015,0.7,0.6
167,168,Foreword Backwoods,rap,Ataah King,2015,0.3,0.7
168,169,Everything BoZ,rap,Trippie Redd,2019,-0.2,0.7
169,170,So Many Tears,rap,DJ Holiday,2015,-0.6,0.7
170,171,Winn Dixie,rap,Yahto Bank,2020,-0.4,0.7
171,172,Mirror / Her Song,rap,Pick Patek,2018,-0.4,0.7
172,173,Buckets,rap,Abhi,2018,-0.4,0.7
173,174,Better Together,rap,Niq,2021,-0.4,0.7
174,175,Fraud,rap,Sethii Shmactt,2018,-0.6,0.7
175,176,Sky High,rap,Eddie DeShaun,2013,0.8,-0.5
176,177,Gotta Go,rap,Prince Scooter,2017,-0.7,0.3
177,178,Schoolastic book fair 2,rap,KevinKempt,2020,-0.4,0.7
178,179,Decline,rap,Chiddy Bang,2009,0.7,0.9
179,180,ON $WOLE,rap,Lewi$ Gold,2018,0.0,0.0
180,181,Dreams,rap,Lil Freaky,2017,-0.6,0.7
181,182,Heavy n da Streets,rap,Young Dolph,2010,-0.4,0.7
182,183,Im Gone,rap,Jay Stud,2020,0.0,0.0
183,184,Boomer Humor,rap,Ojmosfhgry,2019,-0.6,0.5
184,185,Reward It,rap,Future,2020,0.8,-0.5
185,186,BEAUTIFUL,rap,Ylti,2016,0.0,0.0
186,187,PSA 2021 24KaratKev,rap,indigomerkaba,2021,0.0,0.0
187,188,Ozzie Ostrich Sings A Song,rap,Aaron Fraser-Nash,2021,-0.4,0.7
188,189,Happy Birthday,rap,Venom of ifame,2020,0.6,-0.4
189,190,OTW,rap,FCG Heem,2020,-0.6,0.5
190,191,Big Afrika,rap,Innoss'B,2013,0.7,0.6
191,192,Fever Timothy Is Everywhere,rap,Dizraeli,2019,-0.2,0.7
192,193,VIBE,rap,Lil Kar$,2021,-0.4,0.7
193,194,CØLD,rap,777Arcane,2020,0.3,0.7
194,195,Demon World,rap,The SHRINE,2021,-0.4,0.7
195,196,Triumphal Arch,rap,BabyLee,2013,0.7,0.9
196,197,1 OClock Jump,rap,Stevie Stone,2013,-0.4,0.7
197,198,Im On,rap,Monty,2012,0.9,-0.2
198,199,Finest,rap,Doestax,2021,0.7,0.6
199,300,Worth it,rb,Lhomelessm,2021,0.3,0.7
200,301,Shawty on fleek,rb,Radio Rell,2015,0.3,0.7
201,302,Mortia,rb,Prey (preye_itams),2015,0.6,-0.4
202,303,Udue,rb,Waje,2018,0.9,0.6
203,304,Be By Myself,rb,Janine,2018,-0.6,0.5
204,305,It’s the Love,rb,Carl Anderson,1984,0.3,0.7
205,306,Circles,rb,R.LUM.R,2019,-0.3,-0.7
206,307,Fallin’ in Love,rb,RUSSELL!,2022,0.9,-0.2
207,308,Im Right This Time,rb,AOE,2017,-0.8,-0.3
208,309,Top Down,rb,Angela Muoz,2020,0.3,0.7
209,310,Codeine love,rb,Gavin Whyte,2021,0.0,0.0
210,311,I Use,rb,Nylo,2015,-0.7,-0.3
211,312,BLVCK VINYL,rb,Judgement Of Yesterday,2014,0.1,-0.7
212,313,I love hating you,rb,Savage Rapscallion,2021,-0.7,0.6
213,314,Wave,rb,Svn. The. Singer.,2016,0.3,0.7
214,315,Imagine Your Body,rb,Ailani,2021,0.3,0.7
215,316,Silent Sounds,rb,Realnev,2022,-0.7,-0.3
216,317,Love Will Find A Way,rb,Inez Richardson,1921,0.9,0.6
217,318,Shot,rb,Lawrence,2016,-0.7,0.6
218,319,So Bad,rb,Lil Mosey,2016,0.3,0.7
219,320,Trippin,rb,IndigoChildRick,2020,0.3,0.7
220,321,Out in the Country,rb,Bobby Taylor,1969,-0.8,-0.3
221,322,Lost a Good Girl,rb,John Lee Hooker,1962,-0.8,-0.1
222,323,My Only One,rb,Your Grandparents,2019,0.0,0.0
223,324,​put in the grave,rb,czyby,2020,-0.6,0.5
224,325,Simbisa Strengthen,rb,McKurry,2020,-0.6,0.5
225,326,Desire,rb,Zen Adler,2020,-0.7,-0.3
226,327,Number One,rb,Keke Palmer,2016,0.0,0.0
227,328,All Night Long,rb,Robin Thicke,2006,0.3,0.7
228,329,Love A God,rb,Nefertitti Avani,2021,-0.6,0.5
229,330,Ghideon,rb,Witch Prophet,2020,-0.7,0.6
230,331,Hypnotized,rb,Justine Skye,2021,-0.6,0.7
231,332,Who Told You That,rb,Mavis Staples,2017,-0.6,0.5
232,333,Gone,rb,Brendan Morris,2015,-0.7,-0.3
233,334,Oshepete,rb,Mayorkun,2018,0.7,0.9
234,335,That Thing,rb,Cherokee Monique,2017,0.0,0.0
235,336,Take Control Ride On Me Riddim,rb,EshcoNinco,2015,0.3,0.7
236,337,Boss Ryan Hemsworth Remix,rb,Tinashe,2018,0.0,0.0
237,338,Together,rb,Tshego,2019,-0.4,0.7
238,339,Sinned,rb,Foreighn,2019,-0.7,0.6
239,340,Eve Interlude,rb,Jamila Woods,2017,0.9,-0.2
240,341,If Only You Knew,rb,Richard Jansen,2018,-0.7,-0.3
241,342,Sometimes,rb,Eric Bellinger,2016,0.1,-0.7
242,343,Give Me a Chance,rb,Hish,2019,0.3,0.7
243,344,How Will I Know The Voice Performance,rb,Wendy Moten,2021,-0.8,-0.3
244,345,Sorry Bout Dat,rb,Syl Johnson,1968,-0.3,-0.7
245,346,Losing,rb,Dominique Gorley,2021,-0.7,0.6
246,347,Jenny,rb,Morgan James,2017,-0.8,-0.3
247,348,You Made Me See,rb,Stefanie Heinzmann,2012,0.8,-0.5
248,349,Bantu Knots and Boudain,rb,Nicotine,2017,-0.7,-0.3
249,350,Champagne,rb,BJ the Chicago Kid,2019,0.6,-0.4
250,351,New Home,rb,Rekswav,2019,-0.8,-0.5
251,352,Dont Pretend,rb,Faye Meana,2017,0.0,0.0
252,353,Now Vs Then,rb,Daniel Jacob Cox,2020,0.0,0.0
253,354,Drug,rb,SLAE,2019,0.3,0.7
254,355,Feels So Much Better,rb,Johnny Gill,1990,0.2,1.0
255,356,Man on the Moon,rb,Dom the Composer,2019,-0.8,-0.5
256,357,Everything I Give,rb,Mason Monroe,2017,0.3,0.7
257,358,One Love,rb,Gospel Hydration,2018,0.6,-0.4
258,359,Medicine Remix,rb,Sonta,2018,-0.7,0.6
259,360,Minetta Creek,rb,Blood Orange,2018,-0.8,-0.5
260,361,Yin or Yang,rb,Drew Kennett,2018,-0.6,0.5
261,362,Letter Bound,rb,Son Little,2017,0.7,0.9
262,363,Coma,rb,BKTHERULA,2017,-0.8,-0.1
263,364,Capture the Moon,rb,Champaign,1984,0.8,-0.5
264,365,Blur,rb,Girlish,2019,-0.7,0.6
265,366,Unashamed,rb,Whitney Houston,2002,0.9,-0.2
266,367,Eliza Evilsiza,rb,Micah Kesselring,2021,-0.7,0.6
267,368,Jealous,rb,Keke Palmer,2016,-0.6,0.5
268,369,Im So In Love,rb,SWV,1996,-0.4,0.7
269,370,I Do,rb,Boyz II Men,2000,0.7,0.9
270,371,Forever My Lady K-Ci’s Drum,rb,Jodeci,1991,0.7,0.9
271,372,Dried Petals,rb,Audrey Sherman,2021,0.8,-0.5
272,373,Midway,rb,Kofi the kyd,2019,0.6,-0.4
273,374,Time,rb,GALLO,2020,0.0,0.0
274,375,Good Firends,rb,Alex J. Price,2017,-0.7,0.6
275,376,Girl Code,rb,Tellemtee,2021,-0.7,0.6
276,377,Take a minute,rb,LilBoyzie,2019,0.0,0.0
277,378,This Will Have to Do Until the Real Thing Comes Along,rb,Wilbert Harrison,1970,0.7,0.9
278,379,Escape,rb,JaMyron Minor,2021,-0.8,-0.5
279,380,Together We Can Make Such Sweet Music,rb,The Supremes & The Four Tops,1970,0.8,0.3
280,381,Family,rb,Goldie love,1992,0.8,0.3
281,382,I Bet You,rb,James Cook,2015,0.3,0.7
282,383,Whistle,rb,Jonn Hart,2018,0.3,0.7
283,384,Human Sacrifice,rb,Childish Gambino,2018,0.0,0.0
284,385,The Stages,rb,Cosmoofficially,2021,0.0,0.0
285,386,Re-Write the Memories,rb,New Edition,2004,-0.7,0.6
286,387,20 Something,rb,Olivia King,2021,-0.4,0.7
287,388,Better,rb,Chastity (Chazz),2021,0.1,-0.7
288,389,X 1 Thing Wrong,rb,JoJo,2020,-0.6,0.5
289,390,One Night Lover,rb,Tory Lanez,2010,0.3,0.7
290,391,Numb,rb,Mack Keane,2019,0.1,-0.7
291,392,L.M.O.D.,rb,Dez Wave,2019,-0.6,0.5
292,393,Stay With Me,rb,KNNDYGRN,2018,0.0,0.0
293,394,If I Hit,rb,112,2005,0.0,0.0
294,395,Patience,rb,Leon Hlabathi,2020,0.8,-0.5
295,396,Antidote,rb,Jeangu Macrooy,2017,0.0,0.0
296,397,Away,rb,Nivea,2019,-0.7,-0.3
297,398,So You Need Me Now?,rb,Vaishalini,2021,-0.6,0.7
298,399,Every Time I Look Behind,rb,Nappy Camper,2017,0.0,0.0
299,400,Hold On to Me,rb,Kyle Dion,2016,-0.8,-0.1
300,401,Retrograde,rb,Berry Gum,2019,-0.2,0.7
301,402,Philosophies,rb,Joey Diamond,2019,-0.6,0.5
302,403,Oh No She Didnt,rb,Isyss,2002,-0.6,0.7
303,404,Dancing Slow,rb,Martha Reeves & The Vandellas,1964,0.6,-0.4
304,405,Until The Day Of,rb,Lenis,2017,0.9,0.2
305,406,I Wanna Do Things For You,rb,Eddie Floyd,1973,0.9,-0.2
306,407,Better than the real thing,rb,Snoozegod,2019,0.7,0.6
307,408,Last Thing I Do,rb,Casimir Cadence,2021,-0.7,0.3
308,409,DONT TELL ME,rb,TWONIEB,2021,0.3,0.7
309,410,Love Will Never Do Without You Work It Out 7,rb,Janet Jackson,1990,0.9,-0.2
310,411,Cherry Live At Shepherd’s Bush Empire London / 2007,rb,Amy Winehouse,2007,-0.7,0.6
311,412,Aloevera,rb,FRVRFRIDAY,2017,-0.6,0.5
312,413,Nani,rb,IDRYS,2017,0.3,0.7
313,414,A Song of Faith,rb,Yolanda Adams,2001,0.6,-0.4
314,415,Medicine.,rb,LoNEly iS hUNteR,2019,0.9,-0.2
315,416,Im Prison Bound,rb,Sunnyland Slim,1961,-0.8,-0.1
316,417,Rocket Ship,rb,Max Wonders,2016,-0.4,0.7
317,418,NTS 95,rb,Chrisstopher,2016,0.0,0.0
318,419,Power Back,rb,Mary J. Blige,2014,0.7,0.9
319,420,Company,rb,Trey Songz,2015,-0.8,-0.3
320,421,Bustin Loose,rb,Chuck Brown And The Soul Searchers,1979,0.3,0.7
321,422,After You Leave Girl,rb,The Jackson 5,2012,-0.7,0.6
322,423,The Judgement Come,rb,Cornell Campbell,1978,-0.8,-0.1
323,424,Forget About Me,rb,Angie Stone,2015,-0.8,-0.5
324,425,All You Need,rb,Victoria Mont,2018,0.9,-0.2
325,426,Love Fire Desire,rb,Dream Coterie,2020,0.1,-0.7
326,427,Watching You,rb,Slave,1980,0.3,0.7
327,428,Foolish,rb,Jalisa,2018,-0.7,0.6
328,429,Keep It Real,rb,Marmar Oso,2020,-0.7,0.6
329,430,Get What You Want,rb,Sir Woman,2022,-0.7,0.3
330,431,Im a female producer/singer. I need advice on this Drake/Jhene Aiko style track...,rb,Rachel Lehcar,2016,0.7,0.9
331,432,Going To the Hop,rb,The Satintones,1959,0.9,0.6
332,433,I’m Afraid The Masquerade is Over,rb,David Porter,1971,-0.4,0.7
333,434,Cool My Desire,rb,The Cheques,1969,0.3,0.7
334,435,The Time We Have,rb,O.V. Wright,1977,0.3,0.7
335,436,Fall In Love With Imperfections interlude,rb,Kill_Swxtch,2019,-0.7,0.6
336,437,Running Back,rb,ENI (IAMENI),2017,-0.6,0.7
337,438,Bush Doctor,rb,Peter Tosh,1978,-0.6,0.5
338,439,Waste,rb,Deadvoss,2019,-0.8,-0.3
339,440,Not A Love Song Prelude,rb,Jay Clique,2020,0.9,-0.2
340,441,Down Bad,rb,Sellous,2019,0.3,0.7
341,442,THE WORLD IS YOURS,rb,Yexwxrld,2020,0.7,0.9
342,443,The Girl Named Grey,rb,svrite,2018,0.8,0.3
343,444,The Addition to Blues,rb,Doug MacLeod,2008,0.2,1.0
344,445,Bad things,rb,LoNEly iS hUNteR,2019,0.7,0.9
345,446,FYRE,rb,Some.Unique.Individual,2021,-0.3,-0.7
346,447,Kidnapped,rb,Ginuwine,2011,0.3,0.7
347,448,Sun,rb,Safa Liron,2019,-0.8,-0.1
348,449,Fuk iz goin on ?,rb,Latelatekuro,2017,0.2,1.0
349,450,And I Love Him,rb,Nyah Grace,2020,0.1,-0.7
350,451,Serve This Royalty,rb,The Weeknd,2019,0.7,0.9
351,452,8PM in Pretoria,rb,Lucious Lark,2020,0.3,0.7
352,453,Do You Finally Need A Friend,rb,Terry Callier,1972,0.8,-0.5
353,454,Me  Me,rb,Mayila,2019,0.6,-0.4
354,455,Through The Storm,rb,S.O.L. (Sounds Of Life),1995,0.7,0.6
355,456,Head In the Clouds,rb,Slim of 112,2016,0.0,0.0
356,457,Christmas Without You,rb,Xscape,1996,-0.7,0.6
357,458,Cities on Fire,rb,Joshua Morata,2019,0.0,0.0
358,459,Movement I II  III,rb,Lapalux,2014,0.7,0.9
359,460,Euphoria,rb,ORLI ANROW,2021,0.3,0.7
360,461,Come Up,rb,JD Moon,2020,0.0,0.0
361,462,Wake Up,rb,Taveeta,2017,-0.7,0.6
362,463,Go Don’t Leave,rb,BluPrint (Girl Group),2021,0.7,0.9
363,464,Heavy Love,rb,Mali Music,2014,0.7,0.6
364,465,Distance,rb,Carti Bankx,2017,0.7,0.9
