song_id,artist,title,year,tag
539,Nonpoint,Walk On Water,2016,rock
540,Kylie V,Psychosomaticism,2018,rock
541,The Smashing Pumpkins,Wheres Vince?,2016,rock
542,Country Joe and the Fish,Dreams,1977,rock
543,Kuritarvitaja,Sensory Overload,2022,rock
544,Space Unicorn on Fire,Double Helix,2016,rock
545,Ronoc 'N' Roll,Sleeping Without a Pillow,2018,rock
546,Mallcops,Restraint,2020,rock
547,Lo-Ruhamah,Rending,2017,rock
548,Jonathan (HRV),Juvenile,2015,rock
549,Diablo (band),A View to a Kill,2006,rock
550,Coley Mixan,Keep Nothing Hushed No No No,2020,rock
551,Mtley Cre,Hammered Demo,1994,rock
552,Matt McAndrew,Bones,2016,rock
553,Mild West,Nostalgia,2019,rock
554,Goatsnake,Breakfast with the King,2020,rock
555,McKendrick,Everybody Else But Me,2000,rock
556,I Declare War,Unsung Beauty,2006,rock
557,Dwarrowdelf,The Eagle of the Star,2020,rock
558,Those Who Bring the Torture,Distaste for Ordinary Scum,2007,rock
559,Animal Flag,Sensation,2016,rock
560,Falls of Rauros,Impermanence Streakt Through Marble,2017,rock
561,Civil Twilight,Story of an Immigrant Acoustic,2016,rock
562,Y&T,Try to Believe,1997,rock
563,Jimmy Barnes,Working Class Hero,2019,rock
564,Ozma,Motorology,2007,rock
565,Purple (Texas Music),Bliss,2016,rock
566,Perennial,Dissolver,2017,rock
567,Majestica,This Christmas,2021,rock
568,Ben Khan,Savage,2014,rock
569,Helena Arlock,Go Go Go,2010,rock
570,Marvin Gaye,One More Heartache,1966,rock
571,I Prevail,RISE,2016,rock
572,Cold Chisel,Saturday Night,1984,rock
573,Linkin Park,No More Sorrow,2007,rock
574,OneRepublic,Come Home,2007,rock
575,Lynx (1976),Holding on,1976,rock
576,Solstice (USA),S.M.D.,1992,rock
577,Maggie Gently,Alive,2020,rock
578,Thrown into Exile,The Wronged,2020,rock
579,Scary Kids Scaring Kids,Prelude,2007,rock
580,Ezurate,Resurrection Of Ancient Evil,2007,rock
581,Newcomers Club,Oh Woman,2018,rock
582,Aim High,Penny Lane,2021,rock
583,Eldest 11,Serrated,2013,rock
584,DevilDriver,Clouds Over California,2007,rock
585,Hope for the Dying,Imminent War,2011,rock
586,Ghost Brigade,Anchored,2014,rock
587,Forever Unknown,Sad people blue eyes,2022,rock
588,Sanctus Real,One of Those Things,2013,rock
589,Mux Mool,Wax Rose Saturday,2010,rock
590,Madam Macadam,Lenora,2012,rock
591,Tom Petty,Crawling Back to You Alternate Version,2020,rock
592,Leave it Blank (band),I Just Want to Love You,2018,rock
593,Pinback,Montaigne,1999,rock
594,The Brandals,Back Pages,2021,rock
595,Neil Diamond,Dont Forget Me,2010,rock
596,B.B. King & Eric Clapton,Riding with the King,2000,rock
597,Robert Pollard,Take Me to Yolita,2015,rock
598,Frnois and The Atlas Mountains,Holly Golightly,2021,rock
599,Local Violence,Problems,2021,rock
600,The Poodles,Pilot Of The Storm,2009,pop
601,ICE (USA),Gorgeous,2015,pop
602,Slut,The Worst Is yet To Come,2021,pop
603,Matthew Good Band,Last of the Ghetto Astronauts,2015,pop
604,Jamie Rivera,Deep Inside My Heart,2003,pop
605,Nunslaughter,She Lives By Night,2003,pop
606,Loch Lomond,Silver Felt,2016,pop
607,Evil,Broken Wing,2021,pop
608,Zombie Girl,Creature Of Night,2007,pop
609,Mive,​i need to say goodbye.,2021,pop
610,Outshyne,Every inch of you,2012,pop
611,Kieran Kane,Ill Be Turning To You,2015,pop
612,Big Mountain,One Small Chance,1999,pop
613,KOGARASHI,Automata,2019,pop
614,"Matt Sweeney & Bonnie ""Prince"" Billy",Hall of Death,2021,pop
615,Ja Rule,The Life feat. Hussein Fatal Caddillac Tah  James Gotti,2015,pop
616,Melodi Brown,Spin The Record,2002,pop
617,Ida Corr,Not A Love Song,2017,pop
618,Michelle Williams,The Greatest RedTop Remix,2008,pop
619,Acoustic Sound Section,Im Yours,2015,pop
620,Jimmy Reed,Come on Baby,2015,pop
621,Maximilian Hecker,Summer Days in Bloom,2007,pop
622,YOG$,SOMEDAY,2021,pop
623,Elton John,Thank You for All Your Loving,1968,pop
624,Adi Lukovac & Ornamenti,Explain,2015,pop
625,NBT CLEVER,Remedy,2021,pop
626,The Lynns,Oh My Goodness,1998,pop
627,Svartahrid,Never To Fall,2000,pop
628,push baby,Wanna Go,2020,pop
629,MRM (UK),Testament,2020,pop
630,Naomi Cowan,Climbing,2020,pop
631,Whitney Tai,To Be Loved Schillerschule Remix,2015,pop
632,Aston Merrygold,Too Late,2016,pop
633,Tidus Duffer,Gardens,2019,pop
634,Bone Crusher,Puttin in Work,2003,pop
635,Adolescents,No Child Left Behind,2011,pop
636,Archers of Loaf,Dont Believe the Good News,1995,pop
637,Sarah McLachlan,Mercy,1991,pop
638,LSU,I Need You So,1989,pop
639,ATRA$HAD,Drugs N alcohol URLUVISLIKADRUG,2021,pop
640,Russ Taff,Not Gonna Bow,1985,pop
641,KIDZ BOP Kids,Beautiful,2003,pop
642,Fond Memory Vacation,True Love Will Find You In The End Cover,2021,pop
643,Vaughan Penn,Valerie,2015,pop
644,CAPSULE,You are the reason,2007,pop
645,Jump5,Put Me in the Picture,2002,pop
646,From Aphony,Love by Way of Hollywood,2005,pop
647,"Love, Alexa",Always Been Mine,2021,pop
648,Indigo De Souza,Take Off Ur Pants,2018,pop
649,Aesthetic Pleasure,Lost,2018,pop
650,Ben Kessler,Love You Now Love You Later,2021,pop
651,Madness,Mr Speaker Gets The World,2015,pop
652,Wild Beasts,Catherine Wheel,2011,pop
653,JP Thornewell,Mayday,2018,pop
654,Kim Sturre,Brand New,2019,pop
655,Tom Jones,Nobodys Fault But Mine,2010,pop
656,Elliott,The Watermark High,1998,pop
657,All Time Low,Damned If I Do Ya Damned If I Dont Live From MTV Unplugged,2010,pop
658,Dua Lipa,Love Yourself Cover,2016,pop
659,Sui Zhen,Safari,2015,pop
660,CKay,​love nwantiti German Frizzo Remix,2020,pop
661,Rian,Please,2019,pop
662,Harry Manx,Nine Summers Lost,2009,pop
663,Lee Michaels,Do You Kow What I Mean,2015,pop
664,Dog Eat Dog,Always The Same,1999,pop
665,Tift Merritt,Still Not Home,2012,pop
666,Nunslaughter,Church Of Disgust,2003,pop
667,Ida Maria,Accidental Happiness,2014,pop
668,The Clarks,Hear It From You,2015,pop
669,Lutha,Stop The Music Is Over,2015,pop
670,The Ziggens,Call It Quits,2015,pop
671,Antigone Rising,Long Shot Acoustic Mix,1999,pop
672,Corneliia,Runner,2018,pop
673,Risin' Black Hole,Dont Wanna Lose You,2013,pop
674,Your Favorite Martian,Alien Unplugged,2012,pop
675,Delanie,I Dont Know How to Love You,2020,pop
676,Besatt,Demon Of Destruction Agares,2015,pop
677,King Django,Nex Season,2001,pop
678,Pistolita,Beni Accident,2006,pop
679,Julian Lamadrid,Krule Love,2016,pop
680,Magnum (Band),Cest La Vie,1988,pop
681,Carly Simon,Little Girl Blue,1990,pop
682,Backseat Goodbye,An Attempt To Forget,2008,pop
683,Sidewalk Prophets,Chosen,2020,pop
684,Haley Reinhart,Listen,2016,pop
685,Jeremiah Neil,Ghost,2019,pop
686,Sullivan King,Wake Up Acoustic Version,2019,pop
687,E.G. Daily,I Cant Wait,1999,pop
688,The Harvard Opportunes,Save Tonight,2015,pop
689,Aceyalone & RJD2,Ever Seen This English Version,2010,pop
690,Bella Ruse,Like Spinning Plates,2011,pop
691,ECH,Summer All Year,2020,pop
692,Moev,Smog,1990,pop
693,Mark Barlow,Nearness,2021,pop
694,Miss Mango,Diamonds,2014,pop
695,Michi (Los Angeles),Dont Know How to Behave,2020,pop
696,Clover The Girl,Insecure,2019,pop
697,Uncle Kracker,The weight,2015,pop
698,Dan and Drum,Never Was Alright,2019,pop
699,Enik,The Seasons in Between,2006,pop
700,Desert Rose Band,Hello Trouble,1988,pop
701,The Twilight Singers,Strange Fruit,2004,pop
702,COUCOU CHLOE,ZERO FIVE STARS,2021,pop
703,Undercroft,Dementia,2000,pop
704,Roger Daltrey,Love Is,1992,pop
705,Chris Rea,Til the Morning Sun Shines on My Love and Me,2005,pop
706,Centinex,Before The Dawn,1997,pop
707,Natalie Merchant,The Ballad Of Henry Darger,2015,pop
708,Angels & Agony,Walk On Stars,2007,pop
709,Glenn Hughes,Written All Over Your Face,2003,pop
710,Oliver Boyd and the Remembralls,The Cold Wild Yonder,2016,pop
711,Robbie Seay Band,Psalm 63,2013,pop
712,Dean Martin,Everybodys Had the Blues,1983,pop
713,Oliver Heldens,Rave Machine,2020,pop
714,Phil Driscoll,I Exalt Thee,1998,pop
715,Jandek,One the Planes,1986,pop
716,Matt Bianco,Ronnies Samba,2004,pop
717,Chris Murray,Make The Best,2002,pop
718,Dark Dark Dark,What I Needed,2013,pop
719,The Blank Minds,Cereal Song Live,2018,pop
720,Nine Lashes,The Void,2012,pop
721,Paradox,Sadness,2000,pop
722,OCTAVIO the Dweeb,Were All Falling Apart,2021,pop
723,Lowes,Searching,2018,pop
724,Poor Old Lu,Slipknot,1995,pop
725,NvMe,This Time,2021,pop
726,Brandon Coleman (Bay Area),Once Upon A Time,2014,pop
727,Lottie,Indigo,2021,pop
728,Imperative Reaction,Only In My Mind,2006,pop
729,Nico Santos,God Knows,2018,pop
730,Silver Apples,I Have Known Love,1969,pop
731,Lil Animus,Reflection,2011,pop
732,Hasse Froberg And Musical Companion,The Chosen Ones,2015,pop
733,Perfume Genius,No Good,2014,pop
734,LoganPlayz,I Need More Time,2018,pop
735,Jimi Hunydread,Morning star,2020,pop
736,Wet,Damage Is Done,2015,pop
737,C-Tec,She Left,2000,pop
738,Grimes & i_o,Violence Rezz Remix,2021,pop
739,Asobi Seksu,Bob Dylans 115th Dream,2010,pop
740,Cynthia Alexander,Flowers of Youth,2015,pop
741,Disally,Special,2018,pop
742,Pete Shelley,If You Ask Me I Wont Say No,1983,pop
743,Gaia Epicus,Awaken The Monster,2007,pop
744,awfultune,You Look Rly Cute,2019,pop
745,Ten,Evils On Top In The World,2004,pop
746,Houwitser,Raveshing Chaos,1999,pop
747,Glassio,New York New York II,2018,pop
748,Second Thief,Chief of Sinners,2015,pop
749,Cavetown,Hospital Cover,2014,pop
750,Doris Day,You Do Something To Me,1957,pop
751,Jakko Jakszyk,Whos Fooling Who,1984,pop
752,Damian McGinty,Happy Xmas War Is Over,2016,pop
753,Leif Bent,Who I Am,2018,pop
754,Ethel Cain,The Epitaph,2018,pop
755,Korn,Did My Time Live at CBGB,2006,pop
756,Team Goldie,Were All Theme Parks,2008,pop
757,Anthony Russo,California,2017,pop
758,Rosel Pomaney,With You,2018,pop
759,Lucinnio,Ray of Sunshine,2013,pop
760,The Chameleons,Return of the Roughnecks,1985,pop
761,Karen Clark Sheard,Be Sure,2002,pop
762,Diana Ross,Where There Was Darkness,1970,pop
763,Cruachan,Exiles,2002,pop
764,Benighted in Sodom,Love Can Die,2010,pop
765,Old 97's,Bel Air,1995,pop
766,Beborn Beton,Finally,1994,pop
767,WESLEE,Better Love,2018,pop
768,Indica Wave,Message In A Bottle S O S,2020,pop
769,Carol Jane,Silver Bells,2015,pop
770,Parrotfish,Alarms,2019,pop
771,Paula Sophie Bode,For You,2020,pop
772,Assorted Jelly Beans,Contordations,1998,pop
773,frocious,​ilwy,2021,pop
774,The Key of Awesome,Malibu,2017,pop
775,Mindy Smith,Closer,2012,pop
776,Anna Straker,Serious,2016,pop
777,Coals,​oblivion,2020,pop
778,Josh Hoge,Keeps Getting Better,2008,pop
779,johan lenox,Get My Shit Together,2022,pop
780,Nick Drake,Dont Think Twice Its Alright,2015,pop
781,Liar Symphony,Look At The Sign,2015,pop
782,Loser (Rock),The First Time,2006,pop
783,"Laura Dreyfuss, Michael Park & Jennifer Laura Thompson",Requiem,2017,pop
784,Sam Segurado,What Happened to the Night,2017,pop
785,The Hobos,Surrender,1999,pop
786,Amanda Marshall,Ill Be Okay,1997,pop
787,Eleni Mandell,Never Have To Fall In Love Again,2012,pop
788,Ron Pope,Lets Get Stoned,2017,pop
789,GESS,MOIST,2015,pop
790,Azarath,Goathorneds Revenge,2006,pop
791,Rene Dominique,Could I Love You Any More,2019,pop
792,Mayer Hawthorne,Love In Motion,2012,pop
793,Abbey Glover,Send This To Your Crush,2019,pop
794,Genius English Translations,Mafumafu まふまふ  - I want to be a Girl 女の子になりたい English Translation,2019,pop
795,Spice Girls,W.O.M.A.N,1999,pop
796,Icehouse,Great Southern Land,1982,pop
797,Ricky Skaggs,Green Pastures In The Sky,2009,pop
798,Genius English Translations,애걔 FOR English Translation,2018,pop
799,Paul Carrack,If Youd Ever Needed Someone,1997,pop
800,Pokey LaFarge,Something in the Water,2015,country
801,Matthew Ryan,The Last Event,2019,country
802,Poor Man's Poison,Friends With The Enemy,2011,country
803,Charly McClain,Sleepin With the Radio On,1981,country
804,Michael Martin Murphey,Riders in the Sky,1993,country
805,Dan + Shay,Close Your Eyes,2014,country
806,The Infamous Stringdusters,Taking A Chance On The Truth,2010,country
807,Channing Wilson,Poor Mans Cocaine,2012,country
808,The Oak Ridge Boys,Its Been Done,1976,country
809,Mary Chapin Carpenter,John Doe No. 24 Live - One Night Lonely,2021,country
810,Alan Jackson,In The Garden,2006,country
811,Horseshoes & Hand Grenades,Stardust,2020,country
812,Honeyhoney,Big Mistake,2018,country
813,Jon Wolfe,Feels Like Country Music,2019,country
814,"Bobby Bare, Jr.",The Elegant Impostor,2014,country
815,Reba McEntire,Heart,1994,country
816,Blake Henderson,Fire  Rain,2022,country
817,Birdtalker,Apes In A Daydream,2021,country
818,Ezra Bell,Andrew,2021,country
819,Hunter Hayes,Young Blood,2016,country
820,9 to 5 Original Broadway Cast,One of the Boys,2009,country
821,Chris Young,One of Them Nights,2021,country
822,Chris Lane,Howdy,2022,country
823,Sugarland,Sugarland,2006,country
824,Gaither Vocal Band,I Shall Wear A Crown,1995,country
825,Toad the Wet Sprocket,The Best of Me,2021,country
826,George Jones & B.B. King,Patches,1994,country
827,Josh Abbott Band,Little More You,2019,country
828,The Infamous Stringdusters,Summercamp,2014,country
829,Barry McGuire,Chubby Chubby,1977,country
830,Willie Nelson,She’s Out of My Life,1984,country
831,Gene Watson,Cowboys Dont Get Lucky All the Time,1978,country
832,Sunny Ledfurd,Pontoon Boat,2007,country
833,Brenda Lee,You Always Hurt The One You Love,1962,country
834,Brad Paisley,Accidental Racist,2013,country
835,Gary Stewart,Ten Years Of This,1977,country
836,Willie Nelson,Twilight Time,1988,country
837,Sarahbeth Taite,Famous Last Night Words,2021,country
838,Ronnie Dunn,Wonderful Tonight,2019,country
839,The Scarring Party,Bible in a Drawer,2013,country
840,Elvis Presley,Talk About the Good Times,1974,country
841,Joe Ely,Ill Be Your Fool,1978,country
842,Martina McBride,I Dont Hurt Anymore,2005,country
843,Yarn,Time Burns On,2010,country
844,Wanda Jackson,This Land Is Your Land,1969,country
845,Johnny Cash,The Lady Came From Baltimore,1975,country
846,Charley Pride,Amys Eyes,1989,country
847,Dillon Carmichael,Big Truck,2021,country
848,The Reklaws,Long Live The Night,2018,country
849,Nick Santino & the Northern Wind,Hell of a Woman,2013,country
850,DEEP FEMME,Storm Prayer re 3 songs,2017,country
851,Vern Gosdin,It Started All Over Again,1977,country
852,Mel Street,Snoky Mountain Memories,2022,country
853,RiFF RAFF,I Think I  Might,2019,country
854,Alison Krauss & Union Station,Stars,2001,country
855,My Bubba,Bubbas Blues,2019,country
856,Sloppy Henry,Some Sweet Rainy Day,1929,country
857,Deer Creek Boys,Loves Raining Down,2017,country
858,Anne Murray,Til I Kissed You,2002,country
859,Peggy Sue (Country),Playing After Dark,1970,country
860,Buddy Miller,Come Early Mornin,2016,country
861,Blake Shelton,You Cant Make This Up,2016,country
862,Annie Bosko,Coal Black Heart,2015,country
863,Marty Robbins,Song of the Bandit,1960,country
864,Gloriana,Silent Night,2009,country
865,Jim Lauderdale,The Graceland Horses,2019,country
866,Dolly Parton,Backwoods Barbie,2008,country
867,Tommy Overstreet,Send Me No Roses,1973,country
868,Rodney Atkins,When Its My Time,2009,country
869,Horace Pinker,Into the After,2011,country
870,Loretta Lynn,Someone Before Me,1966,country
871,Amanda Shires,Pale Fire,2016,country
872,Steve Earle,She Aint Going Nowhere,2019,country
873,Thomas Mac,Ill Be Your Man,2017,country
874,Vernon Dalhart,The Prisoners Song,1924,country
875,JB And The Moonshine Band,Good Old Days,2010,country
876,The Goddamn Gallows,Everybody Dies,2007,country
877,Conway Twitty,Not Enough Love to Go Round,1987,country
878,Alabama,Come Find Me,2015,country
879,NQ Arbuckle,Death,2014,country
880,Johnny Cash,It Comes And Goes,1978,country
881,The Everly Brothers,Oh Id Like To Go Away,1991,country
882,Angry Grandpa,The Most Sensible Thing,2015,country
883,Mark Knopfler,Silvertown Blues,2000,country
884,Toby Keith,I Know A Wall When I See One,1999,country
885,Waylon Jennings,Oklahoma Sunshine,1974,country
886,Ian & Sylvia,The Mighty Quinn,1968,country
887,Gwen Sebastian,Love Birds,2020,country
888,Beck,Your Cheatin Heart,2001,country
889,Chris Young,Sunshine Overtime,2015,country
890,Chris Ruediger,Til It Wasnt,2021,country
891,Jean wolf,That’s how much I love you,2021,country
892,Barry McGuire,There Is a Peace,1977,country
893,Jackson Ward,The Grand Tour,2015,country
894,Town Mountain,North of Cheyenne,2018,country
895,Jana Kramer,To Have You Stay,2017,country
896,Jerry Lee Lewis,Im Throwing Rice,1970,country
897,Johnny Drille,Finding Efe,2019,country
898,Jackie Chan,Flexin,2019,country
899,The eXcavators,Black Mass,2015,country
900,Alabama,I Just Couldnt Say No,1997,country
901,Zach Bryan,You Are My Sunshine,2022,country
902,Shirley Collins,Rolling in the Dew,2020,country
903,ZDoggMD,Friends With Low Platelets,2014,country
904,Amy Blaschke,So Shadows Never Run,2017,country
905,Dolly Parton,You Are,1977,country
906,Tami Neilson,Cry Myself to Sleep,2009,country
907,Rick Trevino,City Lights,1998,country
908,Cassadee Pope,If My Heart Had a Heart,2019,country
909,Kenny Rogers,We’ll Always Have Each Other,1958,country
910,MBL CLAN,LAST WORDS,2022,country
911,Jayna Jennings,All the Other Roses Acoustic Version,2019,country
912,Buck Owens,A Different Kind Of Sad,1977,country
913,Merle Haggard,Thanks To Uncle John,2000,country
914,Lindi Ortega,Songs About,2013,country
915,Goldie Hill,Twice As Blue,1960,country
916,Ruston Kelly,Under the Sun,2020,country
917,Eddy Arnold,All Alone In This World Without You,2005,country
918,Redd Alexander,Weapon of Time,2020,country
919,Tr Burt,Caught It from the Rye,2020,country
920,Andy Gullahorn,Different Now,2018,country
921,Emma White,I Thought You Were The One,2017,country
922,Jimmy Buffett,Son Of A Son Of A Sailor Live,1978,country
923,Abigail Washburn And The Sparrow Quartet,Keys To The Kingdom,2006,country
924,Charlie Walker,Pick Me Up On Your Way Down,1958,country
925,Yentl,The beginning of me,2017,country
926,Martin McDaniels,Loving Me Lonely,2018,country
927,Parmalee,Musta Had a Good Time,2012,country
928,Seasick Steve,Ride,2016,country
929,Lavender Country,Sweet Shadow Man,2022,country
930,Willie Nelson & Roger Miller,Old Friends,1982,country
931,Confederate Railroad,Hunger Pains,1994,country
932,Bobby Bare,Sylvias Mother,2015,country
933,Michael Jerome Browne,Graveyard Blues,2011,country
934,Carl Smith,Theres A Bottle Where She Used To Be,2015,country
935,Jason Aldean,Keeping It Small Town,2019,country
936,Emerson Drive,Love Hangover,2012,country
937,Lula Wiles,The Pain of Loving You,2019,country
938,Willie Nelson & Wynton Marsalis,Losing Hand Live 2011,2011,country
939,BlackHawk,Leavin The Land Of The Broken Hearted,2002,country
940,Logan Mize,Drinkin Buddies,2017,country
941,Wilder Adkins,Nightingale,2013,country
942,Justin Russell Band,Feed Our Soul,2021,country
943,Ben Moss,Bold Reynard,2022,country
944,LANCO,Born To Love You RISE Recording,2019,country
945,George Canyon,Vinyl,2019,country
946,Kyle Morgan,Do You Still Have Some Fight In You,2021,country
947,Van Susans,Served Cold,2013,country
948,Kacey Musgraves,Wonderfilled,2013,country
949,Bill Anderson,Certain,1966,country
950,The Dead South,Hard Day,2017,country
951,Jana Kramer,Circles,2015,country
952,The Carter Family,Meet Me by the Moonlight Alone,1993,country
953,Little Big Town,Silver and Gold,2014,country
954,Brenn Hill,Frosty the Snowman,2012,country
955,Loretta Lynn,Theres More to Leaving Than Just Saying Goodbye,1973,country
956,Margaret Lewis,Why Dont Anybody Stay Home No More,1980,country
957,Charley Pride,Shes That Kind,1972,country
958,The Tractors,Settin The Woods On Fire,1994,country
959,Amber Lynn Nicol,Lies,2011,country
960,Kids Learning Tube,Bangladesh,2018,country
961,The Carter Family,Will You Miss Me When Im Gone?,1993,country
962,Lindsay Ell,Slow Dancing in a Burning Room,2018,country
963,Nate Smith (Country),I Dont Wanna Go To Heaven Choir Version,2022,country
964,Mon Lee,Sin na sin Tommy Maverick cover,2017,country
965,Bill Anderson,The Wheel Of Hurt,1967,country
966,Reba McEntire,Silent Night,1987,country
967,Jimmy C. Newman,You Didnt Have To Go,2020,country
968,Slim Dusty,Blue Hills In The Distance,2004,country
969,The Miners,Leaving for Ohio,2021,country
970,Dan + Shay,How Not To,2016,country
971,The Clancy Brothers & Tommy Makem,Marie’s Wedding,1963,country
972,John Anderson,Ive Almost Jack Daniels Drowned,1981,country
973,Bill Anderson & Jan Howard,Together Were One,1970,country
974,Hank Thompson,Ill Start Believing In You,2000,country
975,Spencer Crandall,Nothing To Do With You,2021,country
976,Drive-By Truckers,Perfect Timing,2008,country
977,Kevin Kerby,Brown Bottle Flu,2012,country
978,Pam Tillis,Off-White,2001,country
979,Robert Vincent,If You Were You,2020,country
980,Kid Rock,Detroit Michigan,2012,country
981,Bobby Bare,Rough On The Living,1980,country
982,The Chicks,Irish Medley,1992,country
983,Ricky Skaggs,Away in a Manger,2003,country
984,Stephanie Quayle,Selfish,2017,country
985,Jason Aldean,Love Me Or Dont,2018,country
986,Grady Spencer & the Work,Take Me Away Now,2021,country
987,Tom T. Hall,That Song Is Driving Me Crazy,1974,country
988,Tebey,Wake Me Up,2014,country
989,Howe Gelb,Felonious,2003,country
990,Shea & Tobias,Safe With Me Live,2020,country
991,Drive-By Truckers,Pulaski,2011,country
992,Brush Arbor,Witness,1981,country
993,Dixie J Baker,A Good Man Is So Hard To Find,2019,country
994,Kris Kristofferson & Brenda Lee,The Bigger the Fool the Harder the Fall,1982,country
995,The Osborne Brothers,Ruby Are You Mad,1959,country
996,Reba McEntire,A New Love,1989,country
997,Aaron Watson,Touchdown Town,2020,country
998,The Rankin Family,Nothing Like An Ocean,2007,country